coachType,departure,destination,dptStation,arrStation,dptDateTime,dptTime,ticketLeft
座席高二级,宁波,南京,中心站站,南京,25:00.0,9:25,33
座席高二级,宁波,无锡,中心站站,无锡直,55:00.0,7:55,35
座席高二级,宁波,无锡,中心站站,无锡,05:00.0,9:05,30
座席高二级,宁波,无锡,中心站站,无锡直,10:00.0,11:10,37
座席高二级,宁波,无锡,中心站站,无锡直,35:00.0,13:35,33
座席高二级,宁波,无锡,中心站站,无锡直,20:00.0,16:20,38
座席高一级,宁波,徐州,中心站站,徐州,05:00.0,6:05,52
座席高一级,宁波,徐州,中心站站,徐州,20:00.0,8:20,51
座席高二级,宁波,常州,中心站站,常州直,40:00.0,8:40,35
座席高二级,宁波,常州,中心站站,常州直,05:00.0,14:05,35
座席高三级,宁波,苏州,中心站站,苏州,20:00.0,7:20,36
座席高三级,宁波,苏州,中心站站,苏州,30:00.0,8:30,37
座席高三级,宁波,苏州,中心站站,苏州,05:00.0,10:05,35
座席高三级,宁波,苏州,中心站站,苏州,15:00.0,11:15,37
座席高三级,宁波,苏州,中心站站,苏州,15:00.0,12:15,37
座席高三级,宁波,苏州,中心站站,苏州,25:00.0,13:25,37
座席高三级,宁波,苏州,中心站站,苏州,25:00.0,14:25,35
座席高三级,宁波,苏州,中心站站,苏州,40:00.0,15:40,37
座席高三级,宁波,苏州,中心站站,苏州,10:00.0,18:10,35
座席高二级,宁波,南通,中心站站,南通直,45:00.0,7:45,30
座席高二级,宁波,南通,中心站站,南通直,45:00.0,9:45,34
座席高一级,宁波,南通,中心站站,南通,00:00.0,11:00,40
座席高二级,宁波,南通,中心站站,南通直,50:00.0,13:50,31
座席高二级,宁波,南通,中心站站,南通直,50:00.0,15:50,34
座席高二级,宁波,淮安,中心站站,淮安,25:00.0,9:25,33
座席高一级,宁波,淮安,中心站站,淮安,35:00.0,9:35,49
座席高一级,宁波,淮安,中心站站,淮安,55:00.0,10:55,39
座席高一级,宁波,淮安,中心站站,淮安,30:00.0,15:30,35
座席高一级,宁波,盐城,中心站站,盐城,20:00.0,10:20,48
座席高一级,宁波,盐城,中心站站,盐城,30:00.0,11:30,46
座席高一级,宁波,扬州,中心站站,扬州直,50:00.0,8:50,34
座席高一级,宁波,扬州,中心站站,扬州直,00:00.0,11:00,32
座席高一级,宁波,扬州,中心站站,扬州直,55:00.0,15:55,35
座席中级,宁波,镇江,中心站站,镇江,05:00.0,9:05,33
座席高二级,宁波,镇江,中心站站,镇江,55:00.0,14:55,37
座席高一级,宁波,泰州,中心站站,泰州,45:00.0,10:45,43
座席高一级,宁波,宿迁,中心站站,宿迁,35:00.0,9:35,48
座席高二级,宁波,杭州,宁波南站,杭州,50:00.0,6:50,15
座席高二级,宁波,杭州,宁波南站,杭州,15:00.0,7:15,18
座席高二级,宁波,杭州,宁波南站,杭州,30:00.0,7:30,17
座席高二级,宁波,杭州,宁波南站,杭州,00:00.0,8:00,17
座席高二级,宁波,杭州,宁波南站,杭州,35:00.0,8:35,17
座席高二级,宁波,杭州,宁波南站,杭州,10:00.0,9:10,18
座席高二级,宁波,杭州,宁波南站,杭州,25:00.0,9:25,38
座席高二级,宁波,杭州,宁波南站,杭州,45:00.0,9:45,18
座席高二级,宁波,杭州,宁波南站,杭州,20:00.0,10:20,17
座席高二级,宁波,杭州,宁波南站,杭州,30:00.0,11:30,18
座席高二级,宁波,杭州,宁波南站,杭州,50:00.0,11:50,38
座席高二级,宁波,杭州,宁波南站,杭州,15:00.0,12:15,18
座席高二级,宁波,杭州,宁波南站,杭州,30:00.0,13:30,18
座席高二级,宁波,杭州,宁波南站,杭州,45:00.0,13:45,17
座席高二级,宁波,杭州,宁波南站,杭州,55:00.0,13:55,15
座席高二级,宁波,杭州,宁波南站,杭州,50:00.0,14:50,18
座席高二级,宁波,杭州,宁波南站,杭州,55:00.0,14:55,17
座席高二级,宁波,杭州,宁波南站,杭州,35:00.0,15:35,18
座席高二级,宁波,杭州,宁波南站,杭州,00:00.0,16:00,38
座席高二级,宁波,杭州,宁波南站,杭州,39:00.0,16:39,16
座席高二级,宁波,杭州,宁波南站,杭州,25:00.0,17:25,18
座席高二级,宁波,杭州,宁波南站,杭州,30:00.0,17:30,38
座席高二级,宁波,杭州,宁波南站,杭州,35:00.0,17:35,18
座席高二级,宁波,杭州,宁波南站,杭州,50:00.0,18:50,18
座席高二级,宁波,杭州,宁波南站,杭州,00:00.0,19:00,38
座席高二级,宁波,杭州,宁波南站,杭州南,50:00.0,6:50,0
座席高二级,宁波,杭州,宁波南站,杭州中,15:00.0,7:15,0
座席高二级,宁波,杭州,宁波南站,杭州北,30:00.0,7:30,0
座席高二级,宁波,杭州,宁波南站,杭州南,00:00.0,8:00,0
座席高二级,宁波,杭州,宁波南站,杭州中,35:00.0,8:35,0
座席高二级,宁波,杭州,宁波南站,杭州北,10:00.0,9:10,0
座席高二级,宁波,杭州,宁波南站,杭州南,25:00.0,9:25,0
座席高二级,宁波,杭州,宁波南站,杭州中,45:00.0,9:45,0
座席高二级,宁波,杭州,宁波南站,杭州北,20:00.0,10:20,0
座席高二级,宁波,杭州,宁波南站,杭州北,30:00.0,11:30,0
座席高二级,宁波,杭州,宁波南站,杭州南,50:00.0,11:50,0
座席高二级,宁波,杭州,宁波南站,杭州中,15:00.0,12:15,0
座席高二级,宁波,杭州,宁波南站,杭州北,30:00.0,13:30,0
座席高二级,宁波,杭州,宁波南站,杭州南,45:00.0,13:45,0
座席高二级,宁波,杭州,宁波南站,杭州中,55:00.0,13:55,0
座席高二级,宁波,杭州,宁波南站,杭州南,50:00.0,14:50,0
座席高二级,宁波,杭州,宁波南站,杭州北,55:00.0,14:55,0
座席高二级,宁波,杭州,宁波南站,杭州中,35:00.0,15:35,0
座席高二级,宁波,杭州,宁波南站,杭州南,00:00.0,16:00,0
座席高二级,宁波,杭州,宁波南站,杭州北,39:00.0,16:39,0
座席高二级,宁波,杭州,宁波南站,杭州中,25:00.0,17:25,0
座席高二级,宁波,杭州,宁波南站,杭州南,30:00.0,17:30,0
座席高二级,宁波,杭州,宁波南站,杭州北,35:00.0,17:35,0
座席高二级,宁波,杭州,宁波南站,杭州中,50:00.0,18:50,0
座席高二级,宁波,杭州,宁波南站,杭州南,00:00.0,19:00,0
座席高二级,宁波,温州,中心站站,温州快,15:00.0,9:15,8
座席高一级,宁波,温州,中心站站,温州,40:00.0,9:40,38
座席高二级,宁波,金华,中心站站,金华快,05:00.0,7:05,37
座席高二级,宁波,金华,中心站站,金华快,00:00.0,8:00,33
座席高二级,宁波,金华,中心站站,金华快,55:00.0,8:55,35
座席高一级,宁波,金华,中心站站,金华,30:00.0,9:30,30
座席高二级,宁波,金华,中心站站,金华快,55:00.0,9:55,38
座席高二级,宁波,金华,中心站站,金华快,30:00.0,11:30,37
座席高二级,宁波,金华,中心站站,金华快,00:00.0,13:00,36
座席高二级,宁波,金华,中心站站,金华快,00:00.0,14:00,35
座席高一级,宁波,金华,中心站站,金华,35:00.0,14:35,36
座席高二级,宁波,金华,中心站站,金华快,00:00.0,15:00,38
座席高二级,宁波,金华,中心站站,金华快,00:00.0,16:00,35
座席高二级,宁波,金华,中心站站,金华快,10:00.0,17:10,37
座席高一级,宁波,衢州,中心站站,衢州,35:00.0,7:35,48
座席高一级,宁波,衢州,中心站站,衢州快,55:00.0,7:55,15
座席高一级,宁波,衢州,中心站站,衢州快,10:00.0,9:10,15
座席高一级,宁波,衢州,中心站站,衢州,30:00.0,9:30,30
座席高一级,宁波,衢州,中心站站,衢州快,55:00.0,10:55,37
座席高一级,宁波,衢州,中心站站,衢州快,55:00.0,12:55,37
座席高一级,宁波,衢州,中心站站,衢州快,20:00.0,14:20,16
座席高一级,宁波,衢州,中心站站,衢州,35:00.0,14:35,36
座席高一级,宁波,衢州,中心站站,衢州快,10:00.0,16:10,18
座席高一级,宁波,丽水,中心站站,丽水,15:00.0,7:15,31
座席高二级,宁波,丽水,中心站站,丽水快,20:00.0,8:20,17
座席高一级,宁波,丽水,中心站站,丽水,00:00.0,9:00,38
座席高二级,宁波,丽水,中心站站,丽水快,45:00.0,10:45,18
座席高二级,宁波,丽水,中心站站,丽水快,35:00.0,13:35,18
座席高一级,宁波,丽水,中心站站,丽水,00:00.0,14:00,32
座席高二级,宁波,丽水,中心站站,丽水快,55:00.0,14:55,13
座席高二级,宁波,丽水,中心站站,丽水快,50:00.0,16:50,13
座席高一级,宁波,合肥,中心站站,合肥,20:00.0,6:20,50
座席高一级,宁波,合肥,中心站站,合肥,00:00.0,11:00,50
座席高一级,宁波,芜湖,中心站站,芜湖,55:00.0,7:55,46
座席高一级,宁波,滁州,中心站站,滁州,55:00.0,6:55,50
座席高一级,宁波,铜陵,中心站站,铜陵,45:00.0,7:45,46
座席高一级,宁波,安庆,中心站站,安庆,10:00.0,8:10,51
座席高一级,宁波,安庆,中心站站,安庆,45:00.0,8:45,53
座席高一级,宁波,安庆,宁波东站,安庆,05:00.0,9:05,49
座席高一级,宁波,安庆,中心站站,安庆,35:00.0,9:35,49
座席高一级,宁波,安庆,中心站站,安庆,05:00.0,13:05,47
座席高一级,宁波,宣城,中心站站,宣城,30:00.0,7:30,49
座席高一级,宁波,宣城,中心站站,宣城,50:00.0,7:50,49
座席高一级,宁波,宣城,宁波东站,宣城,05:00.0,9:05,49
座席高一级,宁波,宣城,中心站站,宣城,35:00.0,9:35,49
大高一,温州,南京,温州汽车南站,南京,00:00.0,21:00,31
大高二,温州,无锡,温州牛山客运中心,无锡,00:00.0,11:00,23
大高二,温州,无锡,温州汽车南站,无锡,30:00.0,11:30,22
大高一,温州,无锡,温州汽车南站,无锡,00:00.0,21:00,31
大高二,温州,徐州,温州双屿客运中心,徐州,00:00.0,7:00,17
大高二,温州,徐州,温州牛山客运中心,徐州,50:00.0,7:50,16
大高一,温州,常州,温州汽车南站,常州,00:00.0,21:00,31
大高二,温州,苏州,温州牛山客运中心,苏州,30:00.0,10:30,25
大高二,温州,苏州,温州牛山客运中心,苏州,00:00.0,11:00,23
大高二,温州,苏州,温州双屿客运中心,苏州,10:00.0,11:10,25
大高二,温州,苏州,温州汽车南站,苏州,30:00.0,11:30,22
大高一,温州,苏州,温州汽车南站,苏州,00:00.0,21:00,31
大高二,温州,南通,温州牛山客运中心,南通,00:00.0,10:00,21
大高一,温州,盐城,温州牛山客运中心,盐城,00:00.0,17:00,34
大高一,温州,扬州,温州牛山客运中心,扬州,05:00.0,11:05,25
大高二,温州,泰州,温州牛山客运中心,泰州,00:00.0,11:00,23
大高二,温州,泰州,温州汽车南站,泰州,30:00.0,11:30,22
大高一,温州,宿迁,温州牛山客运中心,宿迁,30:00.0,7:30,33
中高一,温州,杭州,温州双屿客运中心,杭州下沙,50:00.0,15:50,8
大高三,温州,杭州,温州汽车南站,杭州,30:00.0,16:30,18
中高二,温州,宁波,温州汽车南站,宁波,05:00.0,14:05,18
大高二,温州,嘉兴,温州牛山客运中心,嘉兴,00:00.0,11:00,23
大高二,温州,嘉兴,温州汽车南站,嘉兴,30:00.0,11:30,22
大高一,温州,嘉兴,温州汽车南站,嘉兴,00:00.0,21:00,31
大高二,温州,金华,温州双屿客运中心,金华,50:00.0,8:50,36
大高三,温州,金华,温州双屿客运中心,金华,30:00.0,13:30,37
大高二,温州,衢州,温州双屿客运中心,衢州,40:00.0,8:40,34
中高一,温州,衢州,温州双屿客运中心,衢州,50:00.0,12:50,16
大高二,温州,衢州,温州双屿客运中心,衢州,40:00.0,8:40,0
大高二,温州,衢州,温州双屿客运中心,衢州,40:00.0,8:40,0
大高二,温州,衢州,温州双屿客运中心,衢州,40:00.0,8:40,0
中高一,温州,衢州,温州双屿客运中心,衢州,50:00.0,12:50,0
中高一,温州,衢州,温州双屿客运中心,衢州,50:00.0,12:50,0
中高一,温州,衢州,温州双屿客运中心,衢州,50:00.0,12:50,0
中高一,温州,丽水,温州双屿客运中心,丽水,20:00.0,8:20,17
中高一,温州,丽水,温州双屿客运中心,丽水,30:00.0,10:30,18
中高一,温州,丽水,温州双屿客运中心,丽水,05:00.0,13:05,18
中高一,温州,丽水,温州双屿客运中心,丽水,30:00.0,15:30,18
大高一,温州,合肥,温州双屿客运中心,合肥,20:00.0,12:20,35
大高一,温州,合肥,温州双屿客运中心,合肥,20:00.0,12:20,0
大高一,温州,合肥,温州双屿客运中心,合肥,20:00.0,12:20,0
大高一,温州,合肥,温州双屿客运中心,合肥,20:00.0,12:20,0
大高二,温州,铜陵,温州双屿客运中心,铜陵,20:00.0,12:20,36
大高一,温州,安庆,温州双屿客运中心,安庆,00:00.0,9:00,46
大高一,温州,安庆,温州双屿客运中心,安庆,50:00.0,13:50,45
大高二,温州,宣城,温州双屿客运中心,宣城,20:00.0,7:20,50
大高一,温州,宣城,温州双屿客运中心,宣城,30:00.0,7:30,46
大高二,温州,宣城,温州双屿客运中心,宣城,20:00.0,7:20,0
大高二,温州,宣城,温州双屿客运中心,宣城,20:00.0,7:20,0
大高二,温州,宣城,温州双屿客运中心,宣城,20:00.0,7:20,0
大高一,温州,宣城,温州双屿客运中心,宣城,30:00.0,7:30,0
大高一,温州,宣城,温州双屿客运中心,宣城,30:00.0,7:30,0
大高一,温州,宣城,温州双屿客运中心,宣城,30:00.0,7:30,0
快客,绍兴,上海,中心站,上海南站,20:00.0,6:20,15
中高一,绍兴,上海,绍兴客运中心,上海南站,20:00.0,6:20,15
快客,绍兴,上海,中心站,上海南站,20:00.0,7:20,17
快客,绍兴,上海,中心站,上海总站,20:00.0,7:20,17
中高一,绍兴,上海,绍兴客运中心,上海南站,20:00.0,7:20,17
中高一,绍兴,上海,绍兴客运中心,上海总站,20:00.0,7:20,17
快客,绍兴,上海,中心站,上海南站,25:00.0,8:25,38
大高三,绍兴,上海,绍兴客运中心,上海南站,25:00.0,8:25,38
快速,绍兴,上海,中心站,上海南站,00:00.0,9:00,12
快速,绍兴,上海,中心站,上海(沪太路),00:00.0,9:00,12
中高一,绍兴,上海,绍兴客运中心,上海(沪太路),00:00.0,9:00,12
中高一,绍兴,上海,绍兴客运中心,上海南站,00:00.0,9:00,12
快客,绍兴,上海,中心站,上海南站,30:00.0,9:30,18
中高一,绍兴,上海,绍兴客运中心,上海南站,30:00.0,9:30,18
快客,绍兴,上海,中心站,上海南站,00:00.0,11:00,12
快客,绍兴,上海,中心站,上海总站,00:00.0,11:00,12
中高一,绍兴,上海,绍兴客运中心,上海南站,00:00.0,11:00,12
中高一,绍兴,上海,绍兴客运中心,上海总站,00:00.0,11:00,12
快速,绍兴,上海,中心站,上海南站,55:00.0,12:55,33
快速,绍兴,上海,中心站,上海(沪太路),55:00.0,12:55,33
大高一,绍兴,上海,绍兴客运中心,上海(沪太路),55:00.0,12:55,33
大高一,绍兴,上海,绍兴客运中心,上海南站,55:00.0,12:55,33
快客,绍兴,上海,中心站,上海南站,35:00.0,13:35,7
中高一,绍兴,上海,绍兴客运中心,上海南站,35:00.0,13:35,7
快客,绍兴,上海,中心站,上海南站,05:00.0,15:05,21
快客,绍兴,上海,中心站,上海总站,05:00.0,15:05,21
中高一,绍兴,上海,绍兴客运中心,上海南站,05:00.0,15:05,21
中高一,绍兴,上海,绍兴客运中心,上海总站,05:00.0,15:05,21
快客,绍兴,上海,中心站,上海南站,05:00.0,16:05,18
中高一,绍兴,上海,绍兴客运中心,上海南站,05:00.0,16:05,18
快客,绍兴,上海,中心站,上海南站,05:00.0,17:05,37
大高三,绍兴,上海,绍兴客运中心,上海南站,05:00.0,17:05,37
快客,绍兴,上海,中心站,上海南站,10:00.0,19:10,16
快客,绍兴,上海,中心站,上海总站,10:00.0,19:10,16
中高一,绍兴,上海,绍兴客运中心,上海南站,10:00.0,19:10,16
中高一,绍兴,上海,绍兴客运中心,上海总站,10:00.0,19:10,16
快客,绍兴,上海,中心站,上海南站,00:00.0,10:00,0
大高三,绍兴,上海,绍兴客运中心,上海南站,00:00.0,10:00,0
高速,绍兴,南京,中心站,南京扬州转,40:00.0,8:40,18
大高二,绍兴,南京,绍兴客运中心,南京扬州转,40:00.0,8:40,18
高速,绍兴,无锡,中心站,无锡,00:00.0,9:00,23
大高三,绍兴,无锡,绍兴客运中心,无锡,00:00.0,9:00,23
快客,绍兴,无锡,中心站,无锡,20:00.0,14:20,19
大高二,绍兴,无锡,绍兴客运中心,无锡,20:00.0,14:20,19
普客,绍兴,徐州,中心站,徐州,30:00.0,13:30,52
大高一,绍兴,徐州,绍兴客运中心,徐州,30:00.0,13:30,52
高速,绍兴,常州,中心站,常州,00:00.0,9:00,23
大高三,绍兴,常州,绍兴客运中心,常州,00:00.0,9:00,23
快线,绍兴,常州,中心站,常州,20:00.0,15:20,17
大高一,绍兴,常州,绍兴客运中心,常州,20:00.0,15:20,17
快客,绍兴,苏州,中心站,苏州,25:00.0,7:25,34
中高一,绍兴,苏州,绍兴客运中心,苏州,25:00.0,7:25,34
快客,绍兴,苏州,中心站,苏州,15:00.0,9:15,24
大高三,绍兴,苏州,绍兴客运中心,苏州,15:00.0,9:15,24
快客,绍兴,苏州,中心站,苏州,10:00.0,12:10,38
中高一,绍兴,苏州,绍兴客运中心,苏州,10:00.0,12:10,38
快客,绍兴,苏州,中心站,苏州,10:00.0,15:10,28
中高一,绍兴,苏州,绍兴客运中心,苏州,10:00.0,15:10,28
大高一,绍兴,南通,绍兴客运中心,南通,45:00.0,7:45,12
普客,绍兴,南通,中心站,南通,45:00.0,7:45,12
大高一,绍兴,南通,绍兴客运中心,南通,10:00.0,9:10,20
普客,绍兴,南通,中心站,南通,10:00.0,9:10,20
大高一,绍兴,南通,绍兴客运中心,南通,15:00.0,14:15,24
普客,绍兴,南通,中心站,南通,15:00.0,14:15,25
大高一,绍兴,淮安,绍兴客运中心,淮安,35:00.0,6:35,44
普客,绍兴,淮安,中心站,淮安,35:00.0,6:35,44
普客,绍兴,盐城,中心站,盐城,30:00.0,16:30,17
大高一,绍兴,盐城,绍兴客运中心,盐城,30:00.0,16:30,17
高速,绍兴,扬州,中心站,扬州,40:00.0,8:40,18
高速,绍兴,扬州,中心站,高邮扬州转,40:00.0,8:40,18
高速,绍兴,扬州,中心站,宝应扬州转,40:00.0,8:40,18
高速,绍兴,扬州,中心站,六合扬州转,40:00.0,8:40,18
高速,绍兴,扬州,中心站,南京扬州转,40:00.0,8:40,18
高速,绍兴,扬州,中心站,金湖扬州转,40:00.0,8:40,18
高速,绍兴,扬州,中心站,盱眙扬州转,40:00.0,8:40,18
高速,绍兴,扬州,中心站,滁州扬州转,40:00.0,8:40,18
高速,绍兴,扬州,中心站,洪泽扬州转,40:00.0,8:40,18
大高二,绍兴,扬州,绍兴客运中心,扬州,40:00.0,8:40,18
大高二,绍兴,扬州,绍兴客运中心,高邮扬州转,40:00.0,8:40,0
大高二,绍兴,扬州,绍兴客运中心,宝应扬州转,40:00.0,8:40,0
大高二,绍兴,扬州,绍兴客运中心,六合扬州转,40:00.0,8:40,0
大高二,绍兴,扬州,绍兴客运中心,南京扬州转,40:00.0,8:40,0
大高二,绍兴,扬州,绍兴客运中心,金湖扬州转,40:00.0,8:40,0
大高二,绍兴,扬州,绍兴客运中心,盱眙扬州转,40:00.0,8:40,0
大高二,绍兴,扬州,绍兴客运中心,滁州扬州转,40:00.0,8:40,0
大高二,绍兴,扬州,绍兴客运中心,洪泽扬州转,40:00.0,8:40,0
高速,绍兴,镇江,中心站,镇江,40:00.0,8:40,18
大高二,绍兴,镇江,绍兴客运中心,镇江,40:00.0,8:40,18
快客,绍兴,杭州,中心站,杭州南站,20:00.0,6:20,27
高速,绍兴,杭州,绍兴客运中心,杭州南站,20:00.0,6:20,27
快客,绍兴,杭州,中心站,杭州九堡,35:00.0,6:35,34
高速,绍兴,杭州,绍兴客运中心,杭州九堡,35:00.0,6:35,34
快客,绍兴,杭州,中心站,杭州南站,40:00.0,6:40,35
高速,绍兴,杭州,绍兴客运中心,杭州南站,40:00.0,6:40,35
快客,绍兴,杭州,中心站,杭州九堡,05:00.0,7:05,37
